,Compound,A,B,r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,μ,rhombohedral,orthorhombic,tetragonal,cubic
274,AsSmO3,As,Sm,0.58,0.52,0.96,2.18,1.17,2.214684508,2.311832729,-2.081642857,0.593250605,0.685714286,0,0,0,1
275,AsSnO3,As,Sn,0.58,0.52,0.69,2.18,1.96,2.214684508,2.052287148,-1.464785714,0.669890635,0.492857143,0,0,0,1
276,AsSrO3,As,Sr,0.52,0.52,1.18,2.18,0.95,2.214684508,2.452968591,-2.443142857,0.526219,0.842857143,1,0,0,0
277,AsTaO3,As,Ta,0.58,0.52,0.68,2.18,1.5,2.214684508,1.956808277,-1.543285714,0.673111263,0.485714286,0,0,0,1
278,AsTbO3,As,Tb,0.58,0.52,0.76,2.18,1.2,2.214684508,2.256932729,-1.739714286,0.648181216,0.542857143,0,0,0,1
280,AsTeO3,As,Te,0.58,0.52,0.97,2.18,2.1,2.214684508,2.115491508,-1.905785714,0.590747437,0.692857143,0,0,0,1
281,AsThO3,As,Th,0.58,0.52,0.94,2.18,1.3,2.214684508,2.246056043,-2.021142857,0.598321123,0.671428571,0,0,0,1
282,AsTiO3,As,Ti,0.58,0.52,0.61,2.18,1.54,2.214684508,1.927848949,-1.4175,0.696552949,0.435714286,0,0,0,1
283,AsTlO3,As,Tl,0.58,0.52,0.89,2.18,1.62,2.214684508,2.297683747,-1.870928571,0.611384903,0.635714286,0,0,0,1
284,AsTmO3,As,Tm,0.58,0.52,0.88,2.18,1.25,2.214684508,2.119700811,-1.930785714,0.614066415,0.628571429,0,0,0,1
285,AsUO3,As,U,0.58,0.52,0.89,2.18,1.38,2.214684508,2.0478,-1.920642857,0.611384903,0.635714286,0,0,0,1
286,AsVO3,As,V,0.58,0.52,0.58,2.18,1.63,2.214684508,1.758039163,-1.3485,0.707106781,0.414285714,0,0,0,1
287,AsWO3,As,W,0.58,0.52,0.66,2.18,2.36,2.214684508,1.7456,-1.331571429,0.679646324,0.471428571,0,0,0,1
288,AsYO3,As,Y,0.58,0.52,0.9,2.18,1.22,2.214684508,2.235124352,-1.970571429,0.608726707,0.642857143,0,0,0,1
289,AsYbO3,As,Yb,0.58,0.52,0.87,2.18,1.1,2.214684508,2.223980699,-1.945071429,0.616771554,0.621428571,0,1,0,0
290,AsZnO3,As,Zn,0.52,0.52,0.74,2.18,1.65,2.214684508,2.096140752,-1.574571429,0.634413561,0.528571429,0,0,0,1
291,AsZrO3,As,Zr,0.58,0.52,0.72,2.18,1.33,2.214684508,2.043777903,-1.645642857,0.66041105,0.514285714,0,0,0,1
293,AuAgO3,Au,Ag,0.93,0.93,0.95,2.54,1.93,2.639131071,2.488353231,-1.974035714,0.701088851,0.678571429,0,0,0,1
294,AuAlO3,Au,Al,0.93,0.93,0.54,2.54,1.61,2.639131071,1.892894405,-1.444821429,0.849257113,0.385714286,0,0,0,1
295,AuAsO3,Au,As,0.93,0.93,0.52,2.54,2.18,2.639131071,1.932227032,-1.2245,0.858103542,0.371428571,0,0,0,1
296,Au2O3,Au,Au,0.93,0.93,0.93,2.54,2.54,2.639131071,2.31369847,-1.740428571,0.707106781,0.664285714,0,0,0,1
297,AuBO3,Au,B,0.93,0.93,0.27,2.54,2.04,2.639131071,1.624661665,-0.8835,0.986562156,0.192857143,0,0,0,1
298,AuBaO3,Au,Ba,0.93,0.93,1.35,2.54,0.89,2.639131071,2.64009357,-2.939464286,0.599112291,0.964285714,0,1,0,0
299,AuBeO3,Au,Be,0.93,0.93,0.45,2.54,1.57,2.639131071,1.803349248,-1.318607143,0.890572324,0.321428571,0,0,0,1
300,AuBiO3,Au,Bi,0.93,0.93,0.9,2.54,2.02,2.639131071,2.215655462,-1.866642857,0.716329913,0.642857143,0,0,0,1
301,AuCaO3,Au,Ca,0.93,0.93,1.0,2.54,1.0,2.639131071,2.318139449,-2.360428571,0.686482833,0.714285714,0,0,0,1
302,AuCdO3,Au,Cd,0.93,0.93,0.95,2.54,1.69,2.639131071,2.286435201,-2.05375,0.701088851,0.678571429,0,0,0,1
303,AuCeO3,Au,Ce,0.93,0.93,0.94,2.54,1.12,2.639131071,2.268642439,-2.227571429,0.704084957,0.671428571,0,0,0,1
304,AuCoO3,Au,Co,0.93,0.93,0.63,2.54,1.88,2.639131071,1.930310969,-1.494642857,0.81160532,0.45,0,0,0,1
305,AuCrO3,Au,Cr,0.93,0.93,0.58,2.54,1.66,2.639131071,1.960053288,-1.490214286,0.832100404,0.414285714,0,0,0,1
306,AuCsO3,Au,Cs,0.93,0.93,1.67,2.54,0.79,2.639131071,3.009747218,-3.468678571,0.536664104,1.192857143,0,0,0,1
307,AuCuO3,Au,Cu,0.93,0.93,0.68,2.54,1.9,2.639131071,2.005573846,-1.5655,0.792095577,0.485714286,0,0,0,1
308,AuDyO3,Au,Dy,0.93,0.93,0.99,2.54,1.22,2.639131071,2.255580699,-2.271857143,0.689355147,0.707142857,0,0,0,1
309,AuErO3,Au,Er,0.93,0.93,0.89,2.54,1.24,2.639131071,2.250676638,-2.110214286,0.719457991,0.635714286,0,0,0,1
310,AuEuO3,Au,Eu,0.93,0.93,1.06,2.54,1.2,2.639131071,2.354367494,-2.387,0.66973935,0.757142857,0,1,0,0
311,AuFeO3,Au,Fe,0.93,0.93,0.67,2.54,1.83,2.639131071,1.999521816,-1.57325,0.795922126,0.478571429,0,0,0,1
312,AuGaO3,Au,Ga,0.93,0.93,0.62,2.54,1.81,2.639131071,1.974643898,-1.502392857,0.815623168,0.442857143,0,0,0,1
313,AuGdO3,Au,Gd,0.93,0.93,0.94,2.54,1.2,2.639131071,2.28415608,-2.201,0.704084957,0.671428571,0,0,0,1
314,AuGeO3,Au,Ge,0.93,0.93,0.63,2.54,2.01,2.639131071,1.899964183,-1.451464286,0.81160532,0.45,0,0,0,1
315,AuHfO3,Au,Hf,0.93,0.93,0.71,2.54,1.3,2.639131071,2.027412322,-1.811285714,0.780833555,0.507142857,0,0,0,1
316,AuHgO3,Au,Hg,0.93,0.93,1.11,2.54,2.0,2.639131071,2.323654714,-2.198785714,0.656397928,0.792857143,0,0,0,1
317,AuHoO3,Au,Ho,0.93,0.93,0.9,2.54,1.23,2.639131071,2.25865608,-2.129035714,0.716329913,0.642857143,0,0,0,1
318,AuInO3,Au,In,0.93,0.93,0.8,2.54,1.78,2.639131071,2.147680955,-1.791357143,0.748890364,0.571428571,0,0,0,1
319,AuIrO3,Au,Ir,0.93,0.93,0.63,2.54,2.2,2.639131071,2.009082787,-1.388357143,0.81160532,0.45,0,0,0,1
320,AuKO3,Au,K,0.93,0.93,1.38,2.54,0.82,2.639131071,2.723507129,-3.009214286,0.59264705,0.985714286,0,1,0,0
321,AuLaO3,Au,La,0.93,0.93,1.03,2.54,1.1,2.639131071,2.376509378,-2.373714286,0.678007737,0.735714286,0,0,0,1
322,AuLiO3,Au,Li,0.93,0.93,0.76,2.54,0.98,2.639131071,2.095547886,-1.995071429,0.762758704,0.542857143,0,0,0,1
323,AuLuO3,Au,Lu,0.93,0.93,0.86,2.54,1.27,2.639131071,2.209114963,-2.05375,0.729008319,0.614285714,0,0,0,1
324,AuMgO3,Au,Mg,0.93,0.93,0.72,2.54,1.31,2.639131071,2.046489492,-1.823464286,0.777150377,0.514285714,0,0,0,1
325,AuMnO3,Au,Mn,0.93,0.93,0.62,2.54,1.55,2.639131071,2.16999357,-1.58875,0.815623168,0.442857143,0,0,0,1
326,AuMoO3,Au,Mo,0.93,0.93,0.62,2.54,2.16,2.639131071,1.7893,-1.386142857,0.815623168,0.442857143,1,0,0,0
327,AuNaO3,Au,Na,0.93,0.93,1.02,2.54,0.93,2.639131071,2.425828064,-2.414678571,0.680809422,0.728571429,0,0,0,1
328,AuNbO3,Au,Nb,0.93,0.93,0.68,2.54,1.6,2.639131071,1.955055241,-1.665142857,0.792095577,0.485714286,1,0,0,0
329,AuNdO3,Au,Nd,0.93,0.93,0.98,2.54,1.14,2.639131071,2.320966993,-2.282928571,0.692251597,0.7,0,0,0,1
330,AuNiO3,Au,Ni,0.93,0.93,0.59,2.54,1.91,2.639131071,2.103725488,-1.422678571,0.827918995,0.421428571,0,0,0,1
332,AuOsO3,Au,Os,0.93,0.93,0.57,2.54,2.2,2.639131071,1.954921624,-1.295357143,0.836324264,0.407142857,0,0,0,1
334,AuPbO3,Au,Pb,0.93,0.93,0.99,2.54,2.33,2.639131071,2.362863567,-1.903178571,0.689355147,0.707142857,0,0,0,1
335,AuPdO3,Au,Pd,0.93,0.93,0.75,2.54,2.2,2.639131071,2.04250519,-1.574357143,0.766306419,0.535714286,0,0,0,1
337,AuPrO3,Au,Pr,0.93,0.93,0.92,2.54,1.13,2.639131071,2.340791612,-2.19325,0.710154655,0.657142857,0,0,0,1
338,AuPtO3,Au,Pt,0.93,0.93,0.67,2.54,2.28,2.639131071,2.64390067,-1.423785714,0.795922126,0.478571429,0,0,0,1
339,AuPuO3,Au,Pu,0.93,0.93,0.83,2.54,1.28,2.639131071,2.226583834,-2.003928571,0.738815605,0.592857143,0,0,0,1
340,AuRbO3,Au,Rb,0.93,0.93,1.52,2.54,0.82,2.639131071,2.825996661,-3.226214286,0.564232466,1.085714286,0,0,0,1
341,AuReO3,Au,Re,0.93,0.93,0.57,2.54,1.9,2.639131071,1.98797081,-1.395,0.836324264,0.407142857,0,0,0,1
342,AuRhO3,Au,Rh,0.93,0.93,0.61,2.54,2.28,2.639131071,2.001424352,-1.330785714,0.819680995,0.435714286,0,0,0,1
343,AuRuO3,Au,Ru,0.93,0.93,0.62,2.54,2.2,2.639131071,2.018753288,-1.372857143,0.815623168,0.442857143,0,1,0,0
344,AuSbO3,Au,Sb,0.93,0.93,0.68,2.54,2.05,2.639131071,2.075848892,-1.515678571,0.792095577,0.485714286,1,0,0,0
345,AuScO3,Au,Sc,0.93,0.93,0.75,2.54,1.36,2.639131071,2.074614707,-1.853357143,0.766306419,0.535714286,0,0,0,1
346,AuSiO3,Au,Si,0.93,0.93,0.4,2.54,1.9,2.639131071,1.783360927,-1.1315,0.915310445,0.285714286,0,0,0,1
347,AuSmO3,Au,Sm,0.93,0.93,0.96,2.54,1.17,2.639131071,2.311832729,-2.241964286,0.698118136,0.685714286,0,0,0,1
348,AuSnO3,Au,Sn,0.93,0.93,0.69,2.54,1.96,2.639131071,2.052287148,-1.561071429,0.788305646,0.492857143,0,0,0,1
349,AuSrO3,Au,Sr,0.93,0.93,1.18,2.54,0.95,2.639131071,2.452968591,-2.656035714,0.638588682,0.842857143,0,1,0,0
350,AuTaO3,Au,Ta,0.93,0.93,0.68,2.54,1.5,2.639131071,1.956808277,-1.698357143,0.792095577,0.485714286,1,0,0,0
351,AuTbO3,Au,Tb,0.93,0.93,0.84,2.54,1.2,2.639131071,2.256932729,-2.046,0.735517322,0.6,0,0,0,1
353,AuTeO3,Au,Te,0.93,0.93,0.77,2.54,2.1,2.639131071,2.115491508,-1.638571429,0.759243687,0.55,0,1,0,0
354,AuThO3,Au,Th,0.93,0.93,0.94,2.54,1.3,2.639131071,2.246056043,-2.167785714,0.704084957,0.671428571,0,0,0,1
355,AuTiO3,Au,Ti,0.93,0.93,0.71,2.54,1.54,2.639131071,1.927848949,-1.731571429,0.780833555,0.507142857,0,1,0,0
356,AuTlO3,Au,Tl,0.93,0.93,1.2,2.54,1.62,2.639131071,2.297683747,-2.4645,0.633676462,0.857142857,0,0,0,1
357,AuTmO3,Au,Tm,0.93,0.93,0.96,2.54,1.25,2.639131071,2.119700811,-2.215392857,0.698118136,0.685714286,0,0,0,1
358,AuUO3,Au,U,0.93,0.93,0.85,2.54,1.38,2.639131071,2.0478,-2.001714286,0.732248356,0.607142857,0,1,0,0
359,AuVO3,Au,V,0.93,0.93,0.64,2.54,1.63,2.639131071,1.758039163,-1.593178571,0.807626863,0.457142857,0,1,0,0
360,AuWO3,Au,W,0.93,0.93,0.63,2.54,2.36,2.639131071,1.7456,-1.335214286,0.81160532,0.45,0,0,0,1
361,AuYO3,Au,Y,0.93,0.93,0.9,2.54,1.22,2.639131071,2.235124352,-2.132357143,0.716329913,0.642857143,0,0,0,1
362,AuYbO3,Au,Yb,0.93,0.93,0.95,2.54,1.1,2.639131071,2.223980699,-2.249714286,0.701088851,0.678571429,0,0,0,1
363,AuZnO3,Au,Zn,0.93,0.93,0.74,2.54,1.65,2.639131071,2.096140752,-1.741535714,0.76988729,0.528571429,0,0,0,1
364,AuZrO3,Au,Zr,0.93,0.93,0.72,2.54,1.33,2.639131071,2.043777903,-1.816821429,0.777150377,0.514285714,0,0,0,1
366,BAgO3,B,Ag,0.27,0.27,0.95,2.04,1.93,1.891523329,2.488353231,-1.78775,0.502497159,0.678571429,0,0,0,1
367,BAlO3,B,Al,0.27,0.27,0.54,2.04,1.61,1.891523329,1.892894405,-1.109892857,0.608695013,0.385714286,0,0,0,1
368,BAsO3,B,As,0.27,0.27,0.46,2.04,2.18,1.891523329,1.932227032,-0.916642857,0.634875443,0.328571429,0,0,0,1
369,BAuO3,B,Au,0.27,0.27,0.93,2.04,2.54,1.891523329,2.31369847,-1.694357143,0.50681044,0.664285714,0,0,0,1
370,B2O3,B,B,0.27,0.27,0.27,2.04,2.04,1.891523329,1.624661665,-0.601714286,0.707106781,0.192857143,0,0,0,1
371,BBaO3,B,Ba,0.27,0.27,1.35,2.04,0.89,1.891523329,2.64009357,-2.579464286,0.429406663,0.964285714,0,0,0,1
372,BBeO3,B,Be,0.27,0.27,0.45,2.04,1.57,1.891523329,1.803349248,-0.958178571,0.638307202,0.321428571,0,0,0,1
373,BBiO3,B,Bi,0.27,0.27,0.76,2.04,2.02,1.891523329,2.215655462,-1.450642857,0.546698298,0.542857143,0,0,0,1
374,BCaO3,B,Ca,0.27,0.27,1.0,2.04,1.0,1.891523329,2.318139449,-1.963857143,0.492028469,0.714285714,0,0,0,1
375,BCdO3,B,Cd,0.27,0.27,0.95,2.04,1.69,1.891523329,2.286435201,-1.810892857,0.502497159,0.678571429,0,0,0,1
376,BCeO3,B,Ce,0.27,0.27,0.87,2.04,1.12,1.891523329,2.268642439,-1.727571429,0.52020631,0.621428571,0,0,0,1
377,BCoO3,B,Co,0.27,0.27,0.53,2.04,1.88,1.891523329,1.930310969,-1.066571429,0.611848873,0.378571429,0,0,0,1
378,BCrO3,B,Cr,0.27,0.27,0.49,2.04,1.66,1.891523329,1.960053288,-1.018642857,0.624798055,0.35,0,0,0,1
379,BCsO3,B,Cs,0.27,0.27,1.67,2.04,0.79,1.891523329,3.009747218,-3.14225,0.384647663,1.192857143,0,0,0,1
380,BCuO3,B,Cu,0.27,0.27,0.68,2.04,1.9,1.891523329,2.005573846,-1.323928571,0.567725156,0.485714286,0,0,0,1
381,BDyO3,B,Dy,0.27,0.27,0.99,2.04,1.22,1.891523329,2.255580699,-1.925357143,0.494087165,0.707142857,0,0,0,1
382,BErO3,B,Er,0.27,0.27,0.89,2.04,1.24,1.891523329,2.250676638,-1.750571429,0.515663024,0.635714286,0,0,0,1
383,BEuO3,B,Eu,0.27,0.27,1.06,2.04,1.2,1.891523329,2.354367494,-2.048285714,0.480027774,0.757142857,0,0,0,1
384,BFeO3,B,Fe,0.27,0.27,0.59,2.04,1.83,1.891523329,1.999521816,-1.175107143,0.593401168,0.421428571,0,0,0,1
385,BGaO3,B,Ga,0.27,0.27,0.62,2.04,1.81,1.891523329,1.974643898,-1.228892857,0.584588279,0.442857143,0,0,0,1
386,BGdO3,B,Gd,0.27,0.27,0.94,2.04,1.2,1.891523329,2.28415608,-1.840857143,0.504644583,0.671428571,0,0,0,1
387,BGeO3,B,Ge,0.27,0.27,0.53,2.04,2.01,1.891523329,1.899964183,-1.054035714,0.611848873,0.378571429,0,0,0,1
388,BHfO3,B,Hf,0.27,0.27,0.71,2.04,1.3,1.891523329,2.027412322,-1.433642857,0.559653234,0.507142857,0,0,0,1
389,BHgO3,B,Hg,0.27,0.27,1.11,2.04,2.0,1.891523329,2.323654714,-2.057571429,0.470465468,0.792857143,0,0,0,1
390,BHoO3,B,Ho,0.27,0.27,0.9,2.04,1.23,1.891523329,2.25865608,-1.768821429,0.513421011,0.642857143,0,0,0,1
391,BInO3,B,In,0.27,0.27,0.8,2.04,1.78,1.891523329,2.147680955,-1.542928571,0.536758329,0.571428571,0,0,0,1
392,BIrO3,B,Ir,0.27,0.27,0.57,2.04,2.2,1.891523329,2.009082787,-1.104857143,0.599425545,0.407142857,0,0,0,1
393,BKO3,B,K,0.27,0.27,1.38,2.04,0.82,1.891523329,2.723507129,-2.638071429,0.424772779,0.985714286,0,0,0,1
394,BLaO3,B,La,0.27,0.27,1.03,2.04,1.1,1.891523329,2.376509378,-2.006071429,0.485954043,0.735714286,0,0,0,1
395,BLiO3,B,Li,0.27,0.27,0.76,2.04,0.98,1.891523329,2.095547886,-1.550928571,0.546698298,0.542857143,0,0,0,1
396,BLuO3,B,Lu,0.27,0.27,0.86,2.04,1.27,1.891523329,2.209114963,-1.695821429,0.522508108,0.614285714,0,0,0,1
397,BMgO3,B,Mg,0.27,0.27,0.72,2.04,1.31,1.891523329,2.046489492,-1.449964286,0.557013361,0.514285714,0,0,0,1
398,BMnO3,B,Mn,0.27,0.27,0.53,2.04,1.55,1.891523329,2.16999357,-1.098392857,0.611848873,0.378571429,0,0,0,1
399,BMoO3,B,Mo,0.27,0.27,0.61,2.04,2.16,1.891523329,1.7893,-1.177857143,0.587496679,0.435714286,0,0,0,1
400,BNaO3,B,Na,0.27,0.27,1.02,2.04,0.93,1.891523329,2.425828064,-2.005178571,0.487962118,0.728571429,0,0,0,1
401,BNbO3,B,Nb,0.27,0.27,0.64,2.04,1.6,1.891523329,1.955055241,-1.283714286,0.578857022,0.457142857,0,0,0,1
402,BNdO3,B,Nd,0.27,0.27,0.98,2.04,1.14,1.891523329,2.320966993,-1.915785714,0.496163162,0.7,0,0,0,1
403,BNiO3,B,Ni,0.27,0.27,0.48,2.04,1.91,1.891523329,2.103725488,-0.97725,0.628121449,0.342857143,0,0,0,1
405,BOsO3,B,Os,0.27,0.27,0.57,2.04,2.2,1.891523329,1.954921624,-1.104857143,0.599425545,0.407142857,0,0,0,1
407,BPbO3,B,Pb,0.27,0.27,0.78,2.04,2.33,1.891523329,2.362863567,-1.455321429,0.541682718,0.557142857,0,0,0,1
408,BPdO3,B,Pd,0.27,0.27,0.62,2.04,2.2,1.891523329,2.04250519,-1.191285714,0.584588279,0.442857143,0,0,0,1
410,BPrO3,B,Pr,0.27,0.27,0.85,2.04,1.13,1.891523329,2.340791612,-1.692035714,0.524830366,0.607142857,0,0,0,1
411,BPtO3,B,Pt,0.27,0.27,0.67,2.04,2.28,1.891523329,2.64390067,-1.27,0.57046779,0.478571429,0,0,0,1
412,BPuO3,B,Pu,0.27,0.27,0.83,2.04,1.28,1.891523329,2.226583834,-1.643,0.529537365,0.592857143,0,0,0,1
413,BRbO3,B,Rb,0.27,0.27,1.52,2.04,0.82,1.891523329,2.825996661,-2.880071429,0.40440696,1.085714286,0,0,0,1
414,BReO3,B,Re,0.27,0.27,0.58,2.04,1.9,1.891523329,1.98797081,-1.151071429,0.596398144,0.414285714,0,0,0,1
415,BRhO3,B,Rh,0.27,0.27,0.6,2.04,2.28,1.891523329,2.001424352,-1.149,0.590434162,0.428571429,0,0,0,1
416,BRuO3,B,Ru,0.27,0.27,0.57,2.04,2.2,1.891523329,2.018753288,-1.104857143,0.599425545,0.407142857,0,0,0,1
417,BSbO3,B,Sb,0.27,0.27,0.6,2.04,2.05,1.891523329,2.075848892,-1.171178571,0.590434162,0.428571429,0,0,0,1
418,BScO3,B,Sc,0.27,0.27,0.75,2.04,1.36,1.891523329,2.074614707,-1.497,0.549241081,0.535714286,0,0,0,1
419,BSiO3,B,Si,0.27,0.27,0.4,2.04,1.9,1.891523329,1.783360927,-0.839928571,0.656037958,0.285714286,0,0,0,1
420,BSmO3,B,Sm,0.27,0.27,0.96,2.04,1.17,1.891523329,2.311832729,-1.878321429,0.500367934,0.685714286,0,0,0,1
421,BSnO3,B,Sn,0.27,0.27,0.69,2.04,1.96,1.891523329,2.052287148,-1.335428571,0.565008768,0.492857143,0,0,0,1
422,BSrO3,B,Sr,0.27,0.27,1.18,2.04,0.95,1.891523329,2.452968591,-2.279821429,0.457700901,0.842857143,0,0,0,1
423,BTaO3,B,Ta,0.27,0.27,0.64,2.04,1.5,1.891523329,1.956808277,-1.293357143,0.578857022,0.457142857,0,0,0,1
424,BTbO3,B,Tb,0.27,0.27,0.76,2.04,1.2,1.891523329,2.256932729,-1.529714286,0.546698298,0.542857143,0,0,0,1
426,BTeO3,B,Te,0.27,0.27,0.97,2.04,2.1,1.891523329,2.115491508,-1.805928571,0.498256677,0.692857143,0,0,0,1
427,BThO3,B,Th,0.27,0.27,0.94,2.04,1.3,1.891523329,2.246056043,-1.831214286,0.504644583,0.671428571,0,0,0,1
428,BTiO3,B,Ti,0.27,0.27,0.61,2.04,1.54,1.891523329,1.927848949,-1.237642857,0.587496679,0.435714286,0,0,0,1
429,BTlO3,B,Tl,0.27,0.27,1.2,2.04,1.62,1.891523329,2.297683747,-2.249785714,0.454180125,0.857142857,0,0,0,1
430,BTmO3,B,Tm,0.27,0.27,0.96,2.04,1.25,1.891523329,2.119700811,-1.870607143,0.500367934,0.685714286,0,0,0,1
431,BUO3,B,U,0.27,0.27,0.76,2.04,1.38,1.891523329,2.0478,-1.512357143,0.546698298,0.542857143,0,0,0,1
432,BVO3,B,V,0.27,0.27,0.54,2.04,1.63,1.891523329,1.758039163,-1.107964286,0.608695013,0.385714286,0,0,0,1
433,BWO3,B,W,0.27,0.27,0.62,2.04,2.36,1.891523329,1.7456,-1.175857143,0.584588279,0.442857143,0,0,0,1
434,BYO3,B,Y,0.27,0.27,0.9,2.04,1.22,1.891523329,2.235124352,-1.769785714,0.513421011,0.642857143,0,0,0,1
435,BYbO3,B,Yb,0.27,0.27,0.95,2.04,1.1,1.891523329,2.223980699,-1.867785714,0.502497159,0.678571429,0,0,0,1
436,BZnO3,B,Zn,0.27,0.27,0.74,2.04,1.65,1.891523329,2.096140752,-1.45175,0.551807628,0.528571429,0,0,0,1
437,BZrO3,B,Zr,0.27,0.27,0.72,2.04,1.33,1.891523329,2.043777903,-1.448035714,0.557013361,0.514285714,0,0,0,1
439,BaAgO3,Ba,Ag,1.61,1.35,0.95,0.89,1.93,2.942998888,2.488353231,-2.900571429,0.905698473,0.678571429,1,0,0,0
440,BaAlO3,Ba,Al,1.61,1.35,0.54,0.89,1.61,2.942998888,1.892894405,-2.207464286,1.097108975,0.385714286,0,0,0,1
441,BaAsO3,Ba,As,1.61,1.35,0.52,0.89,2.18,2.942998888,1.932227032,-1.836928571,1.108537193,0.371428571,0,0,0,1
442,BaAuO3,Ba,Au,1.61,1.35,0.93,0.89,2.54,2.942998888,2.31369847,-2.507035714,0.913472709,0.664285714,0,1,0,0
443,BaBO3,Ba,B,1.61,1.35,0.27,0.89,2.04,2.942998888,1.624661665,-1.382607143,1.274485875,0.192857143,0,0,0,1
444,Ba2O3,Ba,Ba,1.61,1.35,1.35,0.89,0.89,2.942998888,2.64009357,-4.354285714,0.773960513,0.964285714,0,0,0,1
445,BaBeO3,Ba,Be,1.61,1.35,0.45,0.89,1.57,2.942998888,1.803349248,-2.037928571,1.150481844,0.321428571,0,0,0,1
446,BaBiO3,Ba,Bi,1.61,1.35,0.9,0.89,2.02,2.942998888,2.215655462,-2.741857143,0.92538757,0.642857143,1,0,0,0
447,BaCaO3,Ba,Ca,1.61,1.35,1.0,0.89,1.0,2.942998888,2.318139449,-3.542285714,0.886829755,0.714285714,0,1,0,0
448,BaCdO3,Ba,Cd,1.61,1.35,0.95,0.89,1.69,2.942998888,2.286435201,-3.038571429,0.905698473,0.678571429,0,1,0,0
449,BaCeO3,Ba,Ce,1.61,1.35,0.87,0.89,1.12,2.942998888,2.268642439,-3.195178571,0.937617362,0.621428571,0,1,0,0
450,BaCoO3,Ba,Co,1.61,1.35,0.53,0.89,1.88,2.942998888,1.930310969,-2.030821429,1.102793477,0.378571429,0,1,0,0
451,BaCrO3,Ba,Cr,1.61,1.35,0.55,0.89,1.66,2.942998888,1.960053288,-2.200107143,1.091482775,0.392857143,0,1,0,0
452,BaCsO3,Ba,Cs,1.61,1.35,1.67,0.89,0.79,2.942998888,3.009747218,-5.096357143,0.693287105,1.192857143,0,0,0,1
453,BaCuO3,Ba,Cu,1.61,1.35,0.68,0.89,1.9,2.942998888,2.005573846,-2.340214286,1.023265102,0.485714286,1,0,0,0
454,BaDyO3,Ba,Dy,1.61,1.35,0.99,0.89,1.22,2.942998888,2.255580699,-3.394392857,0.890540339,0.707142857,0,1,0,0
455,BaErO3,Ba,Er,1.61,1.35,0.89,0.89,1.24,2.942998888,2.250676638,-3.168964286,0.929428564,0.635714286,0,1,0,0
456,BaEuO3,Ba,Eu,1.61,1.35,1.06,0.89,1.2,2.942998888,2.354367494,-3.555642857,0.865199761,0.757142857,0,1,0,0
457,BaFeO3,Ba,Fe,1.61,1.35,0.59,0.89,1.83,2.942998888,1.999521816,-2.187928571,1.069543423,0.421428571,0,0,0,1
458,BaGaO3,Ba,Ga,1.61,1.35,0.62,0.89,1.81,2.942998888,1.974643898,-2.263607143,1.053659115,0.442857143,0,0,0,1
459,BaGdO3,Ba,Gd,1.61,1.35,0.94,0.89,1.2,2.942998888,2.28415608,-3.298928571,0.909568979,0.671428571,0,1,0,0
460,BaGeO3,Ba,Ge,1.61,1.35,0.53,0.89,2.01,2.942998888,1.899964183,-1.956071429,1.102793477,0.378571429,1,0,0,0
461,BaHfO3,Ba,Hf,1.61,1.35,0.71,0.89,1.3,2.942998888,2.027412322,-2.749392857,1.008716309,0.507142857,0,0,0,1
462,BaHgO3,Ba,Hg,1.61,1.35,1.11,0.89,2.0,2.942998888,2.323654714,-3.202607143,0.847964706,0.792857143,0,1,0,0
463,BaHoO3,Ba,Ho,1.61,1.35,0.9,0.89,1.23,2.942998888,2.25865608,-3.196107143,0.92538757,0.642857143,0,1,0,0
464,BaInO3,Ba,In,1.61,1.35,0.8,0.89,1.78,2.942998888,2.147680955,-2.665928571,0.967450642,0.571428571,0,0,0,1
465,BaIrO3,Ba,Ir,1.61,1.35,0.63,0.89,2.2,2.942998888,2.009082787,-2.06075,1.048468676,0.45,0,1,0,0
466,BaKO3,Ba,K,1.61,1.35,1.38,0.89,0.82,2.942998888,2.723507129,-4.458714286,0.765608421,0.985714286,0,0,0,1
467,BaLaO3,Ba,La,1.61,1.35,1.03,0.89,1.1,2.942998888,2.376509378,-3.548964286,0.875881239,0.735714286,0,1,0,0
468,BaLiO3,Ba,Li,1.61,1.35,0.76,0.89,0.98,2.942998888,2.095547886,-3.040357143,0.985366394,0.542857143,0,0,0,1
469,BaLuO3,Ba,Lu,1.61,1.35,0.86,0.89,1.27,2.942998888,2.209114963,-3.087535714,0.941766111,0.614285714,0,1,0,0
470,BaMgO3,Ba,Mg,1.61,1.35,0.72,0.89,1.31,2.942998888,2.046489492,-2.765035714,1.003958213,0.514285714,1,0,0,0
471,BaMnO3,Ba,Mn,1.61,1.35,0.53,0.89,1.55,2.942998888,2.16999357,-2.220571429,1.102793477,0.378571429,0,1,0,0
472,BaMoO3,Ba,Mo,1.61,1.35,0.65,0.89,2.16,2.942998888,1.7893,-2.126535714,1.038239713,0.464285714,0,0,0,1
473,BaNaO3,Ba,Na,1.61,1.35,1.02,0.89,0.93,2.942998888,2.425828064,-3.625321429,0.879500583,0.728571429,0,0,0,1
474,BaNbO3,Ba,Nb,1.61,1.35,0.68,0.89,1.6,2.942998888,1.955055241,-2.512714286,1.023265102,0.485714286,0,0,0,1
